entity,date,spend_million,cumulative_spend_million
danuse_nerudova,2022-11-22,0.0006,10.25967012
danuse_nerudova,2022-11-22,0.0019,10.26157012
danuse_nerudova,2022-11-22,0.007,10.26857012
danuse_nerudova,2022-11-22,0.005,10.27357012
pavel_fischer,2022-11-22,0.001146,0.54351283
danuse_nerudova,2022-11-22,0.00186,10.27543012
danuse_nerudova,2022-11-22,0.00408,10.27951012
danuse_nerudova,2022-11-22,0.0019,10.28141012
danuse_nerudova,2022-11-22,0.007,10.28841012
danuse_nerudova,2022-11-22,0.0006,10.28901012
danuse_nerudova,2022-11-22,0.005,10.29401012
pavel_fischer,2022-11-22,0.001146,0.54465883
danuse_nerudova,2022-11-22,0.0006,10.29461012
danuse_nerudova,2022-11-22,0.00408,10.29869012
danuse_nerudova,2022-11-22,0.005,10.30369012
danuse_nerudova,2022-11-22,0.007,10.31069012
danuse_nerudova,2022-11-22,0.0019,10.31259012
danuse_nerudova,2022-11-22,0.00186,10.31445012
pavel_fischer,2022-11-22,0.001146,0.54580483
danuse_nerudova,2022-11-22,0.00408,10.31853012
danuse_nerudova,2022-11-22,0.0006,10.31913012
danuse_nerudova,2022-11-22,0.007,10.32613012
danuse_nerudova,2022-11-22,0.0019,10.32803012
danuse_nerudova,2022-11-22,0.00186,10.32989012
danuse_nerudova,2022-11-22,0.005,10.33489012
danuse_nerudova,2022-11-22,0.005,10.33989012
danuse_nerudova,2022-11-22,0.007,10.34689012
danuse_nerudova,2022-11-22,0.0006,10.34749012
danuse_nerudova,2022-11-22,0.00186,10.34935012
danuse_nerudova,2022-11-22,0.00408,10.35343012
danuse_nerudova,2022-11-22,0.0019,10.35533012
pavel_fischer,2022-11-22,0.001146,0.54695083
danuse_nerudova,2022-11-22,0.005,10.36033012
danuse_nerudova,2022-11-22,0.007,10.36733012
danuse_nerudova,2022-11-22,0.0006,10.36793012
danuse_nerudova,2022-11-22,0.00186,10.36979012
danuse_nerudova,2022-11-22,0.00408,10.37387012
danuse_nerudova,2022-11-22,0.0019,10.37577012
pavel_fischer,2022-11-22,0.001146,0.54809683
karel_divis,2022-11-22,2.443741,5.16217945
karel_divis,2022-11-22,0.025352,5.18753145
karel_divis,2022-11-22,0.092,5.27953145
petr_pavel,2022-11-22,0.0242,22.17392971
petr_pavel,2022-11-22,0.11680656,22.29073627
josef_stredula,2022-11-22,0.000001,0.85193491
josef_stredula,2022-11-22,0.000001,0.85193591
josef_stredula,2022-11-22,0.02,0.87193591
danuse_nerudova,2022-11-23,0.03751,10.41328012
danuse_nerudova,2022-11-23,0.25574863,10.66902875
pavel_fischer,2022-11-23,0.0015939,0.54969073
danuse_nerudova,2022-11-23,0.25574863,10.92477738
danuse_nerudova,2022-11-23,0.03751,10.96228738
danuse_nerudova,2022-11-23,0.25574863,11.21803601
danuse_nerudova,2022-11-23,0.03751,11.25554601
pavel_fischer,2022-11-23,0.0015939,0.55128463
danuse_nerudova,2022-11-23,0.03751,11.29305601
danuse_nerudova,2022-11-23,0.25574863,11.54880464
pavel_fischer,2022-11-23,0.0015939,0.55287853
danuse_nerudova,2022-11-23,0.03751,11.58631464
danuse_nerudova,2022-11-23,0.25574863,11.84206327
danuse_nerudova,2022-11-23,0.25574863,12.0978119
danuse_nerudova,2022-11-23,0.03751,12.1353219
pavel_fischer,2022-11-23,0.0015939,0.55447243
danuse_nerudova,2022-11-23,0.25574863,12.39107053
danuse_nerudova,2022-11-23,0.03751,12.42858053
pavel_fischer,2022-11-23,0.0015939,0.55606633
petr_pavel,2022-11-23,0.0242,22.31493627
petr_pavel,2022-11-23,0.000605,22.31554127
josef_stredula,2022-11-23,0.000001,0.87193691
josef_stredula,2022-11-23,0.000001,0.87193791
josef_stredula,2022-11-23,0.00018188,0.87211979
karel_janecek,2022-11-23,1.806336,28.98826
danuse_nerudova,2022-11-24,0.132702,12.56128253
danuse_nerudova,2022-11-24,0.01,12.57128253
danuse_nerudova,2022-11-24,0.00277,12.57405253
danuse_nerudova,2022-11-24,0.075,12.64905253
danuse_nerudova,2022-11-24,0.027609,12.67666153
danuse_nerudova,2022-11-24,1.331,14.00766153
danuse_nerudova,2022-11-24,0.01,14.01766153
danuse_nerudova,2022-11-24,0.009922,14.02758353
pavel_fischer,2022-11-24,0.015,0.57106633
pavel_fischer,2022-11-24,0.0016636,0.57272993
pavel_fischer,2022-11-24,0.0002,0.57292993
danuse_nerudova,2022-11-24,0.075,14.10258353
danuse_nerudova,2022-11-24,0.00277,14.10535353
danuse_nerudova,2022-11-24,0.01,14.11535353
danuse_nerudova,2022-11-24,0.027609,14.14296253
danuse_nerudova,2022-11-24,1.331,15.47396253
danuse_nerudova,2022-11-24,0.01,15.48396253
danuse_nerudova,2022-11-24,0.009922,15.49388453
danuse_nerudova,2022-11-24,0.132702,15.62658653
pavel_fischer,2022-11-24,0.0016636,0.57459353
pavel_fischer,2022-11-24,0.015,0.58959353
pavel_fischer,2022-11-24,0.0002,0.58979353
danuse_nerudova,2022-11-24,0.027609,15.65419553
danuse_nerudova,2022-11-24,0.01,15.66419553
danuse_nerudova,2022-11-24,0.075,15.73919553
danuse_nerudova,2022-11-24,0.00277,15.74196553
danuse_nerudova,2022-11-24,0.01,15.75196553
danuse_nerudova,2022-11-24,0.132702,15.88466753
danuse_nerudova,2022-11-24,1.331,17.21566753
danuse_nerudova,2022-11-24,0.009922,17.22558953
danuse_nerudova,2022-11-24,0.075,17.30058953
danuse_nerudova,2022-11-24,0.00277,17.30335953
danuse_nerudova,2022-11-24,0.027609,17.33096853
danuse_nerudova,2022-11-24,0.01,17.34096853
danuse_nerudova,2022-11-24,0.132702,17.47367053
danuse_nerudova,2022-11-24,0.009922,17.48359253
danuse_nerudova,2022-11-24,0.01,17.49359253
danuse_nerudova,2022-11-24,1.331,18.82459253
pavel_fischer,2022-11-24,0.015,0.60479353
pavel_fischer,2022-11-24,0.0016636,0.60645713
pavel_fischer,2022-11-24,0.0002,0.60665713
danuse_nerudova,2022-11-24,0.027609,18.85220153
danuse_nerudova,2022-11-24,0.075,18.92720153
danuse_nerudova,2022-11-24,0.00277,18.92997153
danuse_nerudova,2022-11-24,0.01,18.93997153
danuse_nerudova,2022-11-24,0.132702,19.07267353
danuse_nerudova,2022-11-24,0.009922,19.08259553
danuse_nerudova,2022-11-24,0.01,19.09259553
danuse_nerudova,2022-11-24,1.331,20.42359553
pavel_fischer,2022-11-24,0.015,0.62165713
pavel_fischer,2022-11-24,0.0016636,0.62332073
pavel_fischer,2022-11-24,0.0002,0.62352073
danuse_nerudova,2022-11-24,0.00277,20.42636553
danuse_nerudova,2022-11-24,0.01,20.43636553
danuse_nerudova,2022-11-24,0.027609,20.46397453
danuse_nerudova,2022-11-24,0.075,20.53897453
danuse_nerudova,2022-11-24,0.132702,20.67167653
danuse_nerudova,2022-11-24,0.009922,20.68159853
danuse_nerudova,2022-11-24,0.01,20.69159853
danuse_nerudova,2022-11-24,1.331,22.02259853
danuse_nerudova,2022-11-24,0.027609,22.05020753
danuse_nerudova,2022-11-24,0.075,22.12520753
danuse_nerudova,2022-11-24,0.00277,22.12797753
danuse_nerudova,2022-11-24,0.132702,22.26067953
danuse_nerudova,2022-11-24,0.009922,22.27060153
danuse_nerudova,2022-11-24,0.01,22.28060153
danuse_nerudova,2022-11-24,1.331,23.61160153
danuse_nerudova,2022-11-24,0.01,23.62160153
pavel_fischer,2022-11-24,0.0016636,0.62518433
pavel_fischer,2022-11-24,0.0002,0.62538433
pavel_fischer,2022-11-24,0.015,0.64038433
libor_michalek,2022-11-24,0.02082,0.80847318
libor_michalek,2022-11-24,0.018,0.82647318
libor_michalek,2022-11-24,0.007,0.83347318
libor_michalek,2022-11-24,0.02082,0.85429318
libor_michalek,2022-11-24,0.007,0.86129318
libor_michalek,2022-11-24,0.018,0.87929318
petr_pavel,2022-11-24,0.00044,22.31598127
petr_pavel,2022-11-24,0.0242,22.34018127
marek_hilser,2022-11-24,0.001,0.77834229
marek_hilser,2022-11-24,0.01015432,0.78849661
josef_stredula,2022-11-24,0.000001,0.87212079
josef_stredula,2022-11-24,0.000001,0.87212179
josef_stredula,2022-11-24,0.263,1.13512179
danuse_nerudova,2022-11-25,0.000146,23.62174753
danuse_nerudova,2022-11-25,0.000236,23.62198353
danuse_nerudova,2022-11-25,0.000149,23.62213253
danuse_nerudova,2022-11-25,0.000079,23.62221153
danuse_nerudova,2022-11-25,0.0242,23.64641153
danuse_nerudova,2022-11-25,0.0242,23.67061153
pavel_fischer,2022-11-25,0.002,0.64238433
pavel_fischer,2022-11-25,0.0011616,0.64354593
pavel_fischer,2022-11-25,0.001,0.64454593
pavel_fischer,2022-11-25,0.02128152,0.66582745
pavel_fischer,2022-11-25,0.018,0.68382745
pavel_fischer,2022-11-25,0.015,0.69882745
pavel_fischer,2022-11-25,0.002,0.70082745
pavel_fischer,2022-11-25,0.0011616,0.70198905
pavel_fischer,2022-11-25,0.001,0.70298905
pavel_fischer,2022-11-25,0.02128152,0.72427057
pavel_fischer,2022-11-25,0.015,0.73927057
pavel_fischer,2022-11-25,0.018,0.75727057
danuse_nerudova,2022-11-25,0.000149,23.67076053
danuse_nerudova,2022-11-25,0.000079,23.67083953
danuse_nerudova,2022-11-25,0.000236,23.67107553
danuse_nerudova,2022-11-25,0.000146,23.67122153
danuse_nerudova,2022-11-25,0.0242,23.69542153
danuse_nerudova,2022-11-25,0.0242,23.71962153
pavel_fischer,2022-11-25,0.018,0.77527057
pavel_fischer,2022-11-25,0.015,0.79027057
pavel_fischer,2022-11-25,0.02128152,0.81155209
pavel_fischer,2022-11-25,0.001,0.81255209
pavel_fischer,2022-11-25,0.0011616,0.81371369
pavel_fischer,2022-11-25,0.002,0.81571369
danuse_nerudova,2022-11-25,0.000079,23.71970053
danuse_nerudova,2022-11-25,0.000149,23.71984953
danuse_nerudova,2022-11-25,0.000236,23.72008553
danuse_nerudova,2022-11-25,0.000146,23.72023153
danuse_nerudova,2022-11-25,0.0242,23.74443153
danuse_nerudova,2022-11-25,0.0242,23.76863153
danuse_nerudova,2022-11-25,0.000146,23.76877753
danuse_nerudova,2022-11-25,0.000236,23.76901353
danuse_nerudova,2022-11-25,0.000149,23.76916253
danuse_nerudova,2022-11-25,0.000079,23.76924153
danuse_nerudova,2022-11-25,0.0242,23.79344153
danuse_nerudova,2022-11-25,0.0242,23.81764153
pavel_fischer,2022-11-25,0.018,0.83371369
pavel_fischer,2022-11-25,0.015,0.84871369
pavel_fischer,2022-11-25,0.02128152,0.86999521
pavel_fischer,2022-11-25,0.001,0.87099521
pavel_fischer,2022-11-25,0.0011616,0.87215681
pavel_fischer,2022-11-25,0.002,0.87415681
danuse_nerudova,2022-11-25,0.000146,23.81778753
danuse_nerudova,2022-11-25,0.000236,23.81802353
danuse_nerudova,2022-11-25,0.000149,23.81817253
danuse_nerudova,2022-11-25,0.000079,23.81825153
danuse_nerudova,2022-11-25,0.0242,23.84245153
danuse_nerudova,2022-11-25,0.0242,23.86665153
pavel_fischer,2022-11-25,0.002,0.87615681
pavel_fischer,2022-11-25,0.0011616,0.87731841
pavel_fischer,2022-11-25,0.001,0.87831841
pavel_fischer,2022-11-25,0.015,0.89331841
pavel_fischer,2022-11-25,0.018,0.91131841
pavel_fischer,2022-11-25,0.02128152,0.93259993
danuse_nerudova,2022-11-25,0.000146,23.86679753
danuse_nerudova,2022-11-25,0.0242,23.89099753
danuse_nerudova,2022-11-25,0.0242,23.91519753
danuse_nerudova,2022-11-25,0.000079,23.91527653
danuse_nerudova,2022-11-25,0.000149,23.91542553
danuse_nerudova,2022-11-25,0.000236,23.91566153
danuse_nerudova,2022-11-25,0.000146,23.91580753
danuse_nerudova,2022-11-25,0.000236,23.91604353
danuse_nerudova,2022-11-25,0.000149,23.91619253
danuse_nerudova,2022-11-25,0.000079,23.91627153
danuse_nerudova,2022-11-25,0.0242,23.94047153
danuse_nerudova,2022-11-25,0.0242,23.96467153
petr_pavel,2022-11-25,0.0242,22.36438127
karel_janecek,2022-11-25,2.1,31.08826
andrej_babis,2022-11-25,0.000123,0.000129
andrej_babis,2022-11-25,0.0001,0.000229
andrej_babis,2022-11-25,0.01,0.010229
andrej_babis,2022-11-25,0.0005,0.010729
andrej_babis,2022-11-25,0.005,0.015729
andrej_babis,2022-11-25,0.000015,0.015744
andrej_babis,2022-11-25,0.00017172,0.01591572
andrej_babis,2022-11-25,0.00005,0.01596572
andrej_babis,2022-11-25,0.00331213,0.01927785
danuse_nerudova,2022-11-26,0.0242,23.98887153
danuse_nerudova,2022-11-26,0.015,24.00387153
pavel_fischer,2022-11-26,0.00246897,0.9350689
danuse_nerudova,2022-11-26,0.0242,24.02807153
danuse_nerudova,2022-11-26,0.015,24.04307153
pavel_fischer,2022-11-26,0.00246897,0.93753787
pavel_fischer,2022-11-26,0.00246897,0.94000684
danuse_nerudova,2022-11-26,0.015,24.05807153
danuse_nerudova,2022-11-26,0.0242,24.08227153
pavel_fischer,2022-11-26,0.00246897,0.94247581
danuse_nerudova,2022-11-26,0.0242,24.10647153
danuse_nerudova,2022-11-26,0.015,24.12147153
danuse_nerudova,2022-11-26,0.015,24.13647153
danuse_nerudova,2022-11-26,0.0242,24.16067153
pavel_fischer,2022-11-26,0.00246897,0.94494478
danuse_nerudova,2022-11-26,0.0242,24.18487153
danuse_nerudova,2022-11-26,0.015,24.19987153
pavel_fischer,2022-11-26,0.00246897,0.94741375
danuse_nerudova,2022-11-26,0.0242,24.22407153
danuse_nerudova,2022-11-26,0.015,24.23907153
petr_pavel,2022-11-26,0.0242,22.38858127
petr_pavel,2022-11-26,0.004598,22.39317927
petr_pavel,2022-11-26,0.001955,22.39513427
petr_pavel,2022-11-26,0.0639485,22.45908277
marek_hilser,2022-11-26,0.001,0.78949661
danuse_nerudova,2022-11-27,0.0242,24.26327153
danuse_nerudova,2022-11-27,0.000079,24.26335053
danuse_nerudova,2022-11-27,0.000149,24.26349953
danuse_nerudova,2022-11-27,0.000149,24.26364853
danuse_nerudova,2022-11-27,0.015,24.27864853
danuse_nerudova,2022-11-27,0.0242,24.30284853
pavel_fischer,2022-11-27,0.00113143,0.94854518
danuse_nerudova,2022-11-27,0.0242,24.32704853
danuse_nerudova,2022-11-27,0.0242,24.35124853
danuse_nerudova,2022-11-27,0.000079,24.35132753
danuse_nerudova,2022-11-27,0.000149,24.35147653
danuse_nerudova,2022-11-27,0.000149,24.35162553
danuse_nerudova,2022-11-27,0.015,24.36662553
pavel_fischer,2022-11-27,0.00113143,0.94967661
danuse_nerudova,2022-11-27,0.015,24.38162553
danuse_nerudova,2022-11-27,0.000149,24.38177453
danuse_nerudova,2022-11-27,0.000149,24.38192353
danuse_nerudova,2022-11-27,0.000079,24.38200253
danuse_nerudova,2022-11-27,0.0242,24.40620253
danuse_nerudova,2022-11-27,0.0242,24.43040253
pavel_fischer,2022-11-27,0.00113143,0.95080804
pavel_fischer,2022-11-27,0.00113143,0.95193947
danuse_nerudova,2022-11-27,0.0242,24.45460253
danuse_nerudova,2022-11-27,0.000079,24.45468153
danuse_nerudova,2022-11-27,0.000149,24.45483053
danuse_nerudova,2022-11-27,0.000149,24.45497953
danuse_nerudova,2022-11-27,0.0242,24.47917953
danuse_nerudova,2022-11-27,0.015,24.49417953
danuse_nerudova,2022-11-27,0.015,24.50917953
danuse_nerudova,2022-11-27,0.000079,24.50925853
danuse_nerudova,2022-11-27,0.000149,24.50940753
danuse_nerudova,2022-11-27,0.000149,24.50955653
danuse_nerudova,2022-11-27,0.0242,24.53375653
danuse_nerudova,2022-11-27,0.0242,24.55795653
danuse_nerudova,2022-11-27,0.000079,24.55803553
danuse_nerudova,2022-11-27,0.000149,24.55818453
danuse_nerudova,2022-11-27,0.0242,24.58238453
danuse_nerudova,2022-11-27,0.0242,24.60658453
danuse_nerudova,2022-11-27,0.015,24.62158453
danuse_nerudova,2022-11-27,0.000149,24.62173353
pavel_fischer,2022-11-27,0.00113143,0.9530709
petr_pavel,2022-11-27,0.0242,22.48328277
marek_hilser,2022-11-27,0.001,0.79049661
jaroslav_basta,2022-11-27,0.01,7.18265209
jaroslav_basta,2022-11-27,1.8723146,9.05496669
danuse_nerudova,2022-11-28,0.00181,24.62354353
danuse_nerudova,2022-11-28,0.00132,24.62486353
danuse_nerudova,2022-11-28,0.18040495,24.80526848
danuse_nerudova,2022-11-28,0.01203345,24.81730193
danuse_nerudova,2022-11-28,0.0242,24.84150193
danuse_nerudova,2022-11-28,0.005146,24.84664793
danuse_nerudova,2022-11-28,0.02783,24.87447793
danuse_nerudova,2022-11-28,0.01489,24.88936793
danuse_nerudova,2022-11-28,0.01,24.89936793
danuse_nerudova,2022-11-28,0.008,24.90736793
danuse_nerudova,2022-11-28,0.0132495,24.92061743
danuse_nerudova,2022-11-28,0.015,24.93561743
danuse_nerudova,2022-11-28,0.0242,24.95981743
danuse_nerudova,2022-11-28,0.0242,24.98401743
tomas_zima,2022-11-28,0.05,1.60954568
pavel_fischer,2022-11-28,0.180787,1.1338579
pavel_fischer,2022-11-28,0.0018251,1.135683
danuse_nerudova,2022-11-28,0.00181,24.98582743
danuse_nerudova,2022-11-28,0.00132,24.98714743
danuse_nerudova,2022-11-28,0.18040495,25.16755238
danuse_nerudova,2022-11-28,0.01203345,25.17958583
danuse_nerudova,2022-11-28,0.0242,25.20378583
danuse_nerudova,2022-11-28,0.005146,25.20893183
danuse_nerudova,2022-11-28,0.02783,25.23676183
danuse_nerudova,2022-11-28,0.01489,25.25165183
danuse_nerudova,2022-11-28,0.01,25.26165183
danuse_nerudova,2022-11-28,0.008,25.26965183
danuse_nerudova,2022-11-28,0.0132495,25.28290133
danuse_nerudova,2022-11-28,0.015,25.29790133
danuse_nerudova,2022-11-28,0.0242,25.32210133
danuse_nerudova,2022-11-28,0.0242,25.34630133
tomas_zima,2022-11-28,0.05,1.65954568
danuse_nerudova,2022-11-28,0.00181,25.34811133
danuse_nerudova,2022-11-28,0.00132,25.34943133
danuse_nerudova,2022-11-28,0.18040495,25.52983628
danuse_nerudova,2022-11-28,0.01203345,25.54186973
danuse_nerudova,2022-11-28,0.0242,25.56606973
danuse_nerudova,2022-11-28,0.005146,25.57121573
danuse_nerudova,2022-11-28,0.02783,25.59904573
danuse_nerudova,2022-11-28,0.01489,25.61393573
danuse_nerudova,2022-11-28,0.01,25.62393573
danuse_nerudova,2022-11-28,0.008,25.63193573
danuse_nerudova,2022-11-28,0.0132495,25.64518523
danuse_nerudova,2022-11-28,0.015,25.66018523
danuse_nerudova,2022-11-28,0.0242,25.68438523
danuse_nerudova,2022-11-28,0.0242,25.70858523
pavel_fischer,2022-11-28,0.180787,1.31647
pavel_fischer,2022-11-28,0.0018251,1.3182951
danuse_nerudova,2022-11-28,0.00181,25.71039523
danuse_nerudova,2022-11-28,0.00132,25.71171523
danuse_nerudova,2022-11-28,0.18040495,25.89212018
danuse_nerudova,2022-11-28,0.01203345,25.90415363
danuse_nerudova,2022-11-28,0.0242,25.92835363
danuse_nerudova,2022-11-28,0.005146,25.93349963
danuse_nerudova,2022-11-28,0.02783,25.96132963
danuse_nerudova,2022-11-28,0.01489,25.97621963
danuse_nerudova,2022-11-28,0.01,25.98621963
danuse_nerudova,2022-11-28,0.008,25.99421963
danuse_nerudova,2022-11-28,0.0132495,26.00746913
danuse_nerudova,2022-11-28,0.015,26.02246913
danuse_nerudova,2022-11-28,0.0242,26.04666913
danuse_nerudova,2022-11-28,0.0242,26.07086913
pavel_fischer,2022-11-28,0.180787,1.4990821
pavel_fischer,2022-11-28,0.0018251,1.5009072
pavel_fischer,2022-11-28,0.180787,1.6816942
pavel_fischer,2022-11-28,0.0018251,1.6835193
danuse_nerudova,2022-11-28,0.00181,26.07267913
danuse_nerudova,2022-11-28,0.00132,26.07399913
danuse_nerudova,2022-11-28,0.18040495,26.25440408
danuse_nerudova,2022-11-28,0.01203345,26.26643753
danuse_nerudova,2022-11-28,0.0242,26.29063753
danuse_nerudova,2022-11-28,0.005146,26.29578353
danuse_nerudova,2022-11-28,0.02783,26.32361353
danuse_nerudova,2022-11-28,0.01489,26.33850353
danuse_nerudova,2022-11-28,0.01,26.34850353
danuse_nerudova,2022-11-28,0.008,26.35650353
danuse_nerudova,2022-11-28,0.0132495,26.36975303
danuse_nerudova,2022-11-28,0.015,26.38475303
danuse_nerudova,2022-11-28,0.0242,26.40895303
danuse_nerudova,2022-11-28,0.0242,26.43315303
tomas_zima,2022-11-28,0.05,1.70954568
danuse_nerudova,2022-11-28,0.00181,26.43496303
danuse_nerudova,2022-11-28,0.00132,26.43628303
danuse_nerudova,2022-11-28,0.18040495,26.61668798
danuse_nerudova,2022-11-28,0.01203345,26.62872143
danuse_nerudova,2022-11-28,0.0242,26.65292143
danuse_nerudova,2022-11-28,0.005146,26.65806743
danuse_nerudova,2022-11-28,0.015,26.67306743
danuse_nerudova,2022-11-28,0.0242,26.69726743
danuse_nerudova,2022-11-28,0.02783,26.72509743
danuse_nerudova,2022-11-28,0.0242,26.74929743
danuse_nerudova,2022-11-28,0.01489,26.76418743
danuse_nerudova,2022-11-28,0.01,26.77418743
danuse_nerudova,2022-11-28,0.008,26.78218743
danuse_nerudova,2022-11-28,0.0132495,26.79543693
danuse_nerudova,2022-11-28,0.00181,26.79724693
danuse_nerudova,2022-11-28,0.00132,26.79856693
danuse_nerudova,2022-11-28,0.18040495,26.97897188
danuse_nerudova,2022-11-28,0.01203345,26.99100533
danuse_nerudova,2022-11-28,0.0242,27.01520533
danuse_nerudova,2022-11-28,0.005146,27.02035133
danuse_nerudova,2022-11-28,0.02783,27.04818133
danuse_nerudova,2022-11-28,0.01489,27.06307133
danuse_nerudova,2022-11-28,0.01,27.07307133
danuse_nerudova,2022-11-28,0.008,27.08107133
danuse_nerudova,2022-11-28,0.0132495,27.09432083
danuse_nerudova,2022-11-28,0.015,27.10932083
danuse_nerudova,2022-11-28,0.0242,27.13352083
danuse_nerudova,2022-11-28,0.0242,27.15772083
pavel_fischer,2022-11-28,0.180787,1.8643063
pavel_fischer,2022-11-28,0.0018251,1.8661314
petr_pavel,2022-11-28,0.01405,22.49733277
petr_pavel,2022-11-28,0.000488,22.49782077
petr_pavel,2022-11-28,0.00518,22.50300077
petr_pavel,2022-11-28,0.000874,22.50387477
petr_pavel,2022-11-28,0.0004179,22.50429267
petr_pavel,2022-11-28,0.0006,22.50489267
petr_pavel,2022-11-28,0.000527,22.50541967
petr_pavel,2022-11-28,0.0017006,22.50712027
petr_pavel,2022-11-28,0.000305,22.50742527
petr_pavel,2022-11-28,0.00079,22.50821527
petr_pavel,2022-11-28,0.00049,22.50870527
petr_pavel,2022-11-28,0.000214,22.50891927
petr_pavel,2022-11-28,0.000281,22.50920027
petr_pavel,2022-11-28,0.000308,22.50950827
petr_pavel,2022-11-28,0.000291,22.50979927
petr_pavel,2022-11-28,0.000246,22.51004527
petr_pavel,2022-11-28,0.000357,22.51040227
petr_pavel,2022-11-28,0.00047,22.51087227
petr_pavel,2022-11-28,0.000285,22.51115727
petr_pavel,2022-11-28,0.00019899,22.51135626
petr_pavel,2022-11-28,0.000811,22.51216726
petr_pavel,2022-11-28,0.000065,22.51223226
petr_pavel,2022-11-28,0.00116,22.51339226
petr_pavel,2022-11-28,0.001047,22.51443926
petr_pavel,2022-11-28,0.000043,22.51448226
petr_pavel,2022-11-28,0.00046,22.51494226
petr_pavel,2022-11-28,0.000258,22.51520026
petr_pavel,2022-11-28,0.000063,22.51526326
petr_pavel,2022-11-28,0.00799965,22.52326291
marek_hilser,2022-11-28,0.001,0.79149661
karel_janecek,2022-11-28,2.1,33.18826
denisa_rohanova,2022-11-28,0.000039,0.000375
danuse_nerudova,2022-11-29,0.0242,27.18192083
danuse_nerudova,2022-11-29,0.015,27.19692083
pavel_fischer,2022-11-29,0.0010066,1.867138
pavel_fischer,2022-11-29,0.092323,1.959461
pavel_fischer,2022-11-29,0.002,1.961461
danuse_nerudova,2022-11-29,0.015,27.21192083
danuse_nerudova,2022-11-29,0.0242,27.23612083
pavel_fischer,2022-11-29,0.0010066,1.9624676
pavel_fischer,2022-11-29,0.002,1.9644676
pavel_fischer,2022-11-29,0.092323,2.0567906
danuse_nerudova,2022-11-29,0.015,27.25112083
danuse_nerudova,2022-11-29,0.0242,27.27532083
danuse_nerudova,2022-11-29,0.015,27.29032083
danuse_nerudova,2022-11-29,0.0242,27.31452083
pavel_fischer,2022-11-29,0.0010066,2.0577972
pavel_fischer,2022-11-29,0.092323,2.1501202
pavel_fischer,2022-11-29,0.002,2.1521202
danuse_nerudova,2022-11-29,0.015,27.32952083
danuse_nerudova,2022-11-29,0.0242,27.35372083
pavel_fischer,2022-11-29,0.092323,2.2444432
pavel_fischer,2022-11-29,0.0010066,2.2454498
pavel_fischer,2022-11-29,0.002,2.2474498
pavel_fischer,2022-11-29,0.092323,2.3397728
pavel_fischer,2022-11-29,0.0010066,2.3407794
pavel_fischer,2022-11-29,0.002,2.3427794
danuse_nerudova,2022-11-29,0.0242,27.37792083
danuse_nerudova,2022-11-29,0.015,27.39292083
danuse_nerudova,2022-11-29,0.015,27.40792083
danuse_nerudova,2022-11-29,0.0242,27.43212083
danuse_nerudova,2022-11-29,0.015,27.44712083
danuse_nerudova,2022-11-29,0.0242,27.47132083
pavel_fischer,2022-11-29,0.002,2.3447794
pavel_fischer,2022-11-29,0.092323,2.4371024
petr_pavel,2022-11-29,0.0242,22.54746291
petr_pavel,2022-11-29,0.0012,22.54866291
marek_hilser,2022-11-29,0.001,0.79249661
karel_janecek,2022-11-29,0.00000002,33.18826002
karel_janecek,2022-11-29,1.032192,34.22045202
karel_janecek,2022-11-29,0.00000002,34.22045204
danuse_nerudova,2022-11-30,0.05062511,27.52194594
danuse_nerudova,2022-11-30,0.04625,27.56819594
danuse_nerudova,2022-11-30,0.013068,27.58126394
danuse_nerudova,2022-11-30,0.09227,27.67353394
danuse_nerudova,2022-11-30,0.006475,27.68000894
danuse_nerudova,2022-11-30,0.00847,27.68847894
danuse_nerudova,2022-11-30,0.01,27.69847894
danuse_nerudova,2022-11-30,0.04237944,27.74085838
danuse_nerudova,2022-11-30,0.00375,27.74460838
danuse_nerudova,2022-11-30,0.0242,27.76880838
danuse_nerudova,2022-11-30,0.015,27.78380838
danuse_nerudova,2022-11-30,0.0242,27.80800838
danuse_nerudova,2022-11-30,0.015,27.82300838
danuse_nerudova,2022-11-30,0.0022,27.82520838
pavel_fischer,2022-11-30,0.0015,2.4386024
pavel_fischer,2022-11-30,0.0348,2.4734024
danuse_nerudova,2022-11-30,0.05062511,27.87583349
danuse_nerudova,2022-11-30,0.0022,27.87803349
danuse_nerudova,2022-11-30,0.0242,27.90223349
danuse_nerudova,2022-11-30,0.015,27.91723349
danuse_nerudova,2022-11-30,0.0242,27.94143349
danuse_nerudova,2022-11-30,0.015,27.95643349
danuse_nerudova,2022-11-30,0.04625,28.00268349
danuse_nerudova,2022-11-30,0.013068,28.01575149
danuse_nerudova,2022-11-30,0.09227,28.10802149
danuse_nerudova,2022-11-30,0.006475,28.11449649
danuse_nerudova,2022-11-30,0.00847,28.12296649
danuse_nerudova,2022-11-30,0.01,28.13296649
danuse_nerudova,2022-11-30,0.04237944,28.17534593
danuse_nerudova,2022-11-30,0.00375,28.17909593
pavel_fischer,2022-11-30,0.0015,2.4749024
pavel_fischer,2022-11-30,0.0348,2.5097024
danuse_nerudova,2022-11-30,0.00847,28.18756593
danuse_nerudova,2022-11-30,0.09227,28.27983593
danuse_nerudova,2022-11-30,0.013068,28.29290393
danuse_nerudova,2022-11-30,0.04625,28.33915393
danuse_nerudova,2022-11-30,0.0022,28.34135393
danuse_nerudova,2022-11-30,0.05062511,28.39197904
danuse_nerudova,2022-11-30,0.01,28.40197904
