entity,date,income_million,cumulative_income_million
pavel_fischer,2022-11-09,0.0003,1.21998283
pavel_fischer,2022-11-09,0.003,1.22298283
pavel_fischer,2022-11-09,0.1,1.32298283
pavel_fischer,2022-11-09,0.0005,1.32348283
pavel_fischer,2022-11-09,0.0005,1.32398283
pavel_fischer,2022-11-09,0.002,1.32598283
petr_pavel,2022-11-09,0.001,31.11167473
petr_pavel,2022-11-09,0.00000001,31.11167474
petr_pavel,2022-11-09,0.00000001,31.11167475
petr_pavel,2022-11-09,0.00000001,31.11167476
petr_pavel,2022-11-09,0.00000001,31.11167477
petr_pavel,2022-11-09,0.00000001,31.11167478
petr_pavel,2022-11-09,0.3,31.41167478
petr_pavel,2022-11-09,0.001938,31.41361278
petr_pavel,2022-11-09,0.0001,31.41371278
petr_pavel,2022-11-09,0.001,31.41471278
petr_pavel,2022-11-09,0.1,31.51471278
petr_pavel,2022-11-09,0.0025,31.51721278
marek_hilser,2022-11-09,0.005,0.81037099
jaroslav_basta,2022-11-09,1.3559532,5.32391445
jaroslav_basta,2022-11-09,2.02118233,7.34509678
andrej_babis,2022-11-09,0.00000001,0.00000126
andrej_babis,2022-11-09,0.00000001,0.00000127
andrej_babis,2022-11-09,0.00000001,0.00000128
andrej_babis,2022-11-09,0.00000001,0.00000129
andrej_babis,2022-11-09,0.00000001,0.0000013
andrej_babis,2022-11-09,0.00000001,0.00000131
andrej_babis,2022-11-09,0.00000001,0.00000132
andrej_babis,2022-11-09,0.00000001,0.00000133
andrej_babis,2022-11-09,0.00000001,0.00000134
andrej_babis,2022-11-09,0.00000001,0.00000135
andrej_babis,2022-11-09,0.00000001,0.00000136
andrej_babis,2022-11-09,0.00000001,0.00000137
andrej_babis,2022-11-09,0.00000001,0.00000138
andrej_babis,2022-11-09,0.00000001,0.00000139
andrej_babis,2022-11-09,0.00000001,0.0000014
andrej_babis,2022-11-09,0.00000001,0.00000141
andrej_babis,2022-11-09,0.0000001,0.00000151
andrej_babis,2022-11-09,0.00000001,0.00000152
andrej_babis,2022-11-09,0.00000001,0.00000153
andrej_babis,2022-11-09,0.000001,0.00000253
andrej_babis,2022-11-09,0.00000001,0.00000254
andrej_babis,2022-11-09,0.00000001,0.00000255
andrej_babis,2022-11-09,0.00000001,0.00000256
andrej_babis,2022-11-09,0.0000001,0.00000266
andrej_babis,2022-11-09,0.000001,0.00000366
andrej_babis,2022-11-09,0.00000005,0.00000371
andrej_babis,2022-11-09,0.00000001,0.00000372
andrej_babis,2022-11-09,0.00000001,0.00000373
andrej_babis,2022-11-09,0.00000001,0.00000374
andrej_babis,2022-11-09,0.0000001,0.00000384
andrej_babis,2022-11-09,0.00000001,0.00000385
andrej_babis,2022-11-09,0.00000001,0.00000386
andrej_babis,2022-11-09,0.00000001,0.00000387
andrej_babis,2022-11-09,0.00000001,0.00000388
andrej_babis,2022-11-09,0.00000001,0.00000389
andrej_babis,2022-11-09,0.00000024,0.00000413
andrej_babis,2022-11-09,0.00000001,0.00000414
andrej_babis,2022-11-09,0.00000001,0.00000415
andrej_babis,2022-11-09,0.00000099,0.00000514
andrej_babis,2022-11-09,0.000001,0.00000614
andrej_babis,2022-11-09,0.00000001,0.00000615
andrej_babis,2022-11-09,0.00000001,0.00000616
andrej_babis,2022-11-09,0.00000001,0.00000617
andrej_babis,2022-11-09,0.00000001,0.00000618
andrej_babis,2022-11-09,0.00000099,0.00000717
andrej_babis,2022-11-09,0.00000001,0.00000718
andrej_babis,2022-11-09,0.00000001,0.00000719
andrej_babis,2022-11-09,0.00000001,0.0000072
andrej_babis,2022-11-09,0.00000001,0.00000721
andrej_babis,2022-11-09,0.00000001,0.00000722
andrej_babis,2022-11-09,0.00000001,0.00000723
andrej_babis,2022-11-09,0.000001,0.00000823
andrej_babis,2022-11-09,0.00000001,0.00000824
andrej_babis,2022-11-09,0.00000001,0.00000825
andrej_babis,2022-11-09,0.00000001,0.00000826
andrej_babis,2022-11-09,0.00000001,0.00000827
andrej_babis,2022-11-09,0.00000001,0.00000828
andrej_babis,2022-11-09,0.00000001,0.00000829
andrej_babis,2022-11-09,0.00000001,0.0000083
andrej_babis,2022-11-09,0.00000001,0.00000831
andrej_babis,2022-11-09,0.00000001,0.00000832
andrej_babis,2022-11-09,0.0000001,0.00000842
andrej_babis,2022-11-09,0.00000001,0.00000843
andrej_babis,2022-11-09,0.00000001,0.00000844
andrej_babis,2022-11-09,0.00000001,0.00000845
andrej_babis,2022-11-09,0.00000001,0.00000846
andrej_babis,2022-11-09,0.00000001,0.00000847
andrej_babis,2022-11-09,0.00000001,0.00000848
andrej_babis,2022-11-09,0.00000001,0.00000849
andrej_babis,2022-11-09,0.00000001,0.0000085
andrej_babis,2022-11-09,0.00000001,0.00000851
andrej_babis,2022-11-09,0.00000001,0.00000852
andrej_babis,2022-11-09,0.000015,0.00002352
andrej_babis,2022-11-09,0.00000001,0.00002353
andrej_babis,2022-11-09,0.00000001,0.00002354
andrej_babis,2022-11-09,0.00000001,0.00002355
andrej_babis,2022-11-09,0.00000001,0.00002356
andrej_babis,2022-11-09,0.000001,0.00002456
andrej_babis,2022-11-09,0.00000001,0.00002457
andrej_babis,2022-11-09,0.00000001,0.00002458
andrej_babis,2022-11-09,0.00000001,0.00002459
andrej_babis,2022-11-09,0.00000001,0.0000246
andrej_babis,2022-11-09,0.00000001,0.00002461
andrej_babis,2022-11-09,0.00000001,0.00002462
andrej_babis,2022-11-09,0.00000033,0.00002495
andrej_babis,2022-11-09,0.00000001,0.00002496
andrej_babis,2022-11-09,0.000001,0.00002596
andrej_babis,2022-11-09,0.00000001,0.00002597
andrej_babis,2022-11-09,0.00000001,0.00002598
andrej_babis,2022-11-09,0.00000001,0.00002599
andrej_babis,2022-11-09,0.00000001,0.000026
andrej_babis,2022-11-09,0.00000001,0.00002601
andrej_babis,2022-11-09,0.00000001,0.00002602
andrej_babis,2022-11-09,0.00000001,0.00002603
andrej_babis,2022-11-09,0.00000001,0.00002604
andrej_babis,2022-11-09,0.00000001,0.00002605
andrej_babis,2022-11-09,0.00000001,0.00002606
andrej_babis,2022-11-09,0.00000001,0.00002607
andrej_babis,2022-11-09,0.00000001,0.00002608
andrej_babis,2022-11-09,0.00000001,0.00002609
andrej_babis,2022-11-09,0.00000001,0.0000261
andrej_babis,2022-11-09,0.00000001,0.00002611
andrej_babis,2022-11-09,0.00000001,0.00002612
andrej_babis,2022-11-09,0.00000001,0.00002613
andrej_babis,2022-11-09,0.00000001,0.00002614
andrej_babis,2022-11-09,0.00000001,0.00002615
andrej_babis,2022-11-09,0.00000001,0.00002616
andrej_babis,2022-11-09,0.00000001,0.00002617
andrej_babis,2022-11-09,0.00000001,0.00002618
andrej_babis,2022-11-09,0.00000001,0.00002619
andrej_babis,2022-11-09,0.00000001,0.0000262
andrej_babis,2022-11-09,0.00000001,0.00002621
andrej_babis,2022-11-09,0.00000001,0.00002622
andrej_babis,2022-11-09,0.00000001,0.00002623
andrej_babis,2022-11-09,0.00000001,0.00002624
andrej_babis,2022-11-09,0.00000001,0.00002625
andrej_babis,2022-11-09,0.00000001,0.00002626
andrej_babis,2022-11-09,0.001,0.00102626
andrej_babis,2022-11-09,0.00000001,0.00102627
andrej_babis,2022-11-09,0.00000001,0.00102628
andrej_babis,2022-11-09,0.00000015,0.00102643
andrej_babis,2022-11-09,0.00000001,0.00102644
andrej_babis,2022-11-09,0.000001,0.00102744
andrej_babis,2022-11-09,0.00000001,0.00102745
andrej_babis,2022-11-09,0.00000001,0.00102746
andrej_babis,2022-11-09,0.00000001,0.00102747
andrej_babis,2022-11-09,0.00000001,0.00102748
andrej_babis,2022-11-09,0.00000001,0.00102749
andrej_babis,2022-11-09,0.00000001,0.0010275
andrej_babis,2022-11-09,0.00000001,0.00102751
andrej_babis,2022-11-09,0.00000001,0.00102752
andrej_babis,2022-11-09,0.00000001,0.00102753
andrej_babis,2022-11-09,0.00000001,0.00102754
andrej_babis,2022-11-09,0.00000001,0.00102755
andrej_babis,2022-11-09,0.00000001,0.00102756
andrej_babis,2022-11-09,0.00000001,0.00102757
andrej_babis,2022-11-09,0.00000001,0.00102758
andrej_babis,2022-11-09,0.00000001,0.00102759
andrej_babis,2022-11-09,0.00000001,0.0010276
andrej_babis,2022-11-09,0.00000001,0.00102761
andrej_babis,2022-11-09,0.00000001,0.00102762
andrej_babis,2022-11-09,0.00000001,0.00102763
andrej_babis,2022-11-09,0.00000001,0.00102764
andrej_babis,2022-11-09,0.00000001,0.00102765
andrej_babis,2022-11-09,0.00000001,0.00102766
andrej_babis,2022-11-09,0.00000001,0.00102767
andrej_babis,2022-11-09,0.00000001,0.00102768
andrej_babis,2022-11-09,0.00000001,0.00102769
andrej_babis,2022-11-09,0.00000001,0.0010277
andrej_babis,2022-11-09,0.00000001,0.00102771
andrej_babis,2022-11-09,0.00000001,0.00102772
andrej_babis,2022-11-09,0.00000001,0.00102773
andrej_babis,2022-11-09,0.00000001,0.00102774
andrej_babis,2022-11-09,0.0000001,0.00102784
andrej_babis,2022-11-09,0.00000001,0.00102785
andrej_babis,2022-11-09,0.00000001,0.00102786
andrej_babis,2022-11-09,0.00000001,0.00102787
andrej_babis,2022-11-09,0.00000001,0.00102788
andrej_babis,2022-11-09,0.00000001,0.00102789
andrej_babis,2022-11-09,0.00000001,0.0010279
andrej_babis,2022-11-09,0.00000001,0.00102791
andrej_babis,2022-11-09,0.00000001,0.00102792
andrej_babis,2022-11-09,0.00000001,0.00102793
andrej_babis,2022-11-09,0.00000001,0.00102794
andrej_babis,2022-11-09,0.00000001,0.00102795
andrej_babis,2022-11-09,0.00000001,0.00102796
andrej_babis,2022-11-09,0.00000001,0.00102797
andrej_babis,2022-11-09,0.00000001,0.00102798
andrej_babis,2022-11-09,0.00000001,0.00102799
andrej_babis,2022-11-09,0.00000001,0.001028
andrej_babis,2022-11-09,0.00000001,0.00102801
andrej_babis,2022-11-09,0.00000001,0.00102802
andrej_babis,2022-11-09,0.00000001,0.00102803
andrej_babis,2022-11-09,0.00000001,0.00102804
andrej_babis,2022-11-09,0.00000001,0.00102805
andrej_babis,2022-11-09,0.00000011,0.00102816
andrej_babis,2022-11-09,0.00000001,0.00102817
andrej_babis,2022-11-09,0.00000001,0.00102818
andrej_babis,2022-11-09,0.00000001,0.00102819
andrej_babis,2022-11-09,0.00000001,0.0010282
andrej_babis,2022-11-09,0.00000001,0.00102821
andrej_babis,2022-11-09,0.00000001,0.00102822
andrej_babis,2022-11-09,0.0000001,0.00102832
andrej_babis,2022-11-09,0.00000001,0.00102833
andrej_babis,2022-11-09,0.00000001,0.00102834
andrej_babis,2022-11-09,0.0000001,0.00102844
andrej_babis,2022-11-09,0.00000001,0.00102845
andrej_babis,2022-11-09,0.00000001,0.00102846
andrej_babis,2022-11-09,0.0000001,0.00102856
andrej_babis,2022-11-09,0.0000001,0.00102866
andrej_babis,2022-11-09,0.00000001,0.00102867
andrej_babis,2022-11-09,0.00000001,0.00102868
andrej_babis,2022-11-09,0.001,0.00202868
andrej_babis,2022-11-09,0.0000001,0.00202878
andrej_babis,2022-11-09,0.00000001,0.00202879
andrej_babis,2022-11-09,0.00000001,0.0020288
andrej_babis,2022-11-09,0.00000001,0.00202881
andrej_babis,2022-11-09,0.00000001,0.00202882
andrej_babis,2022-11-09,0.00000001,0.00202883
andrej_babis,2022-11-09,0.00000001,0.00202884
andrej_babis,2022-11-09,0.0000001,0.00202894
andrej_babis,2022-11-09,0.00000001,0.00202895
andrej_babis,2022-11-09,0.00000001,0.00202896
andrej_babis,2022-11-09,0.00000001,0.00202897
andrej_babis,2022-11-09,0.00000001,0.00202898
andrej_babis,2022-11-09,0.00000001,0.00202899
andrej_babis,2022-11-09,0.00000001,0.002029
andrej_babis,2022-11-09,0.00000001,0.00202901
andrej_babis,2022-11-09,0.00000001,0.00202902
andrej_babis,2022-11-09,0.00000001,0.00202903
andrej_babis,2022-11-09,0.00000001,0.00202904
andrej_babis,2022-11-09,0.00000001,0.00202905
andrej_babis,2022-11-09,0.00012345,0.0021525
andrej_babis,2022-11-09,0.0000001,0.0021526
andrej_babis,2022-11-09,0.00000001,0.00215261
andrej_babis,2022-11-09,0.00000001,0.00215262
andrej_babis,2022-11-09,0.0000001,0.00215272
andrej_babis,2022-11-09,0.00000001,0.00215273
andrej_babis,2022-11-09,0.00000089,0.00215362
andrej_babis,2022-11-09,0.0000005,0.00215412
andrej_babis,2022-11-09,0.000001,0.00215512
andrej_babis,2022-11-09,0.00000001,0.00215513
andrej_babis,2022-11-09,0.000001,0.00215613
andrej_babis,2022-11-09,0.0000001,0.00215623
andrej_babis,2022-11-09,0.00000001,0.00215624
andrej_babis,2022-11-09,0.00000001,0.00215625
andrej_babis,2022-11-09,0.0000001,0.00215635
andrej_babis,2022-11-09,0.00000001,0.00215636
andrej_babis,2022-11-09,0.00000001,0.00215637
andrej_babis,2022-11-09,0.00000001,0.00215638
andrej_babis,2022-11-09,0.00000001,0.00215639
andrej_babis,2022-11-09,0.00000001,0.0021564
andrej_babis,2022-11-09,0.00000001,0.00215641
andrej_babis,2022-11-09,0.00000001,0.00215642
andrej_babis,2022-11-09,0.00000001,0.00215643
andrej_babis,2022-11-09,0.00000001,0.00215644
andrej_babis,2022-11-09,0.00000001,0.00215645
andrej_babis,2022-11-09,0.00000001,0.00215646
andrej_babis,2022-11-09,0.00000001,0.00215647
andrej_babis,2022-11-09,0.00000001,0.00215648
andrej_babis,2022-11-09,0.00000001,0.00215649
andrej_babis,2022-11-09,0.00000001,0.0021565
andrej_babis,2022-11-09,0.000001,0.0021575
andrej_babis,2022-11-09,0.00005,0.0022075
andrej_babis,2022-11-09,0.00000001,0.00220751
andrej_babis,2022-11-09,0.0000001,0.00220761
andrej_babis,2022-11-09,0.00000001,0.00220762
andrej_babis,2022-11-09,0.00000001,0.00220763
andrej_babis,2022-11-09,0.00000001,0.00220764
andrej_babis,2022-11-09,0.00000001,0.00220765
andrej_babis,2022-11-09,0.00000001,0.00220766
andrej_babis,2022-11-09,0.00000001,0.00220767
andrej_babis,2022-11-09,0.00000001,0.00220768
andrej_babis,2022-11-09,0.0000001,0.00220778
andrej_babis,2022-11-09,0.0000001,0.00220788
andrej_babis,2022-11-09,0.00000001,0.00220789
andrej_babis,2022-11-09,0.00000001,0.0022079
andrej_babis,2022-11-09,0.000001,0.0022089
andrej_babis,2022-11-09,0.00000001,0.00220891
andrej_babis,2022-11-09,0.00000001,0.00220892
andrej_babis,2022-11-09,0.00000001,0.00220893
andrej_babis,2022-11-09,0.00000001,0.00220894
andrej_babis,2022-11-09,0.00000004,0.00220898
andrej_babis,2022-11-09,0.00000001,0.00220899
andrej_babis,2022-11-09,0.00000001,0.002209
andrej_babis,2022-11-09,0.00000001,0.00220901
andrej_babis,2022-11-09,0.00000001,0.00220902
andrej_babis,2022-11-09,0.00000001,0.00220903
andrej_babis,2022-11-09,0.00000001,0.00220904
andrej_babis,2022-11-09,0.00000001,0.00220905
andrej_babis,2022-11-09,0.000001,0.00221005
andrej_babis,2022-11-09,0.00000001,0.00221006
andrej_babis,2022-11-09,0.000001,0.00221106
andrej_babis,2022-11-09,0.00000001,0.00221107
andrej_babis,2022-11-09,0.00000005,0.00221112
andrej_babis,2022-11-09,0.00000001,0.00221113
andrej_babis,2022-11-09,0.00000001,0.00221114
andrej_babis,2022-11-09,0.00000001,0.00221115
andrej_babis,2022-11-09,0.00000001,0.00221116
andrej_babis,2022-11-09,0.00000001,0.00221117
andrej_babis,2022-11-09,0.0000049,0.00221607
andrej_babis,2022-11-09,0.00000001,0.00221608
andrej_babis,2022-11-09,0.00000002,0.0022161
andrej_babis,2022-11-09,0.000001,0.0022171
andrej_babis,2022-11-09,0.00000001,0.00221711
andrej_babis,2022-11-09,0.00000001,0.00221712
andrej_babis,2022-11-09,0.00000001,0.00221713
andrej_babis,2022-11-09,0.00000001,0.00221714
andrej_babis,2022-11-09,0.00000001,0.00221715
andrej_babis,2022-11-09,0.00000001,0.00221716
andrej_babis,2022-11-09,0.00000002,0.00221718
andrej_babis,2022-11-09,0.00000001,0.00221719
andrej_babis,2022-11-09,0.00000001,0.0022172
andrej_babis,2022-11-09,0.00000001,0.00221721
andrej_babis,2022-11-09,0.00000001,0.00221722
andrej_babis,2022-11-09,0.00000001,0.00221723
andrej_babis,2022-11-09,0.00000001,0.00221724
andrej_babis,2022-11-09,0.00000001,0.00221725
andrej_babis,2022-11-09,0.00000001,0.00221726
andrej_babis,2022-11-09,0.00000001,0.00221727
andrej_babis,2022-11-09,0.00000001,0.00221728
andrej_babis,2022-11-09,0.00000001,0.00221729
andrej_babis,2022-11-09,0.00000001,0.0022173
andrej_babis,2022-11-09,0.00000001,0.00221731
andrej_babis,2022-11-09,0.00000088,0.00221819
andrej_babis,2022-11-09,0.0000001,0.00221829
andrej_babis,2022-11-09,0.00000001,0.0022183
andrej_babis,2022-11-09,0.00000001,0.00221831
andrej_babis,2022-11-09,0.00000001,0.00221832
andrej_babis,2022-11-09,0.00000001,0.00221833
andrej_babis,2022-11-09,0.00000001,0.00221834
andrej_babis,2022-11-09,0.00000001,0.00221835
andrej_babis,2022-11-09,0.00000014,0.00221849
andrej_babis,2022-11-09,0.00000001,0.0022185
andrej_babis,2022-11-09,0.00000001,0.00221851
andrej_babis,2022-11-09,0.00000001,0.00221852
andrej_babis,2022-11-09,0.00000001,0.00221853
andrej_babis,2022-11-09,0.00000001,0.00221854
andrej_babis,2022-11-09,0.00000024,0.00221878
andrej_babis,2022-11-09,0.000001,0.00221978
andrej_babis,2022-11-09,0.00000001,0.00221979
andrej_babis,2022-11-09,0.00000001,0.0022198
andrej_babis,2022-11-09,0.00000001,0.00221981
andrej_babis,2022-11-09,0.00000001,0.00221982
andrej_babis,2022-11-09,0.00000001,0.00221983
andrej_babis,2022-11-09,0.00000001,0.00221984
andrej_babis,2022-11-09,0.00000001,0.00221985
andrej_babis,2022-11-09,0.00000001,0.00221986
andrej_babis,2022-11-09,0.00000001,0.00221987
andrej_babis,2022-11-09,0.00000001,0.00221988
andrej_babis,2022-11-09,0.00000001,0.00221989
andrej_babis,2022-11-09,0.00000001,0.0022199
andrej_babis,2022-11-09,0.00000001,0.00221991
andrej_babis,2022-11-09,0.00000236,0.00222227
andrej_babis,2022-11-09,0.00002359,0.00224586
andrej_babis,2022-11-09,0.00000001,0.00224587
andrej_babis,2022-11-09,0.0001,0.00234587
andrej_babis,2022-11-09,0.00000001,0.00234588
andrej_babis,2022-11-09,0.00000001,0.00234589
andrej_babis,2022-11-09,0.00000001,0.0023459
andrej_babis,2022-11-09,0.00000001,0.00234591
andrej_babis,2022-11-09,0.00000001,0.00234592
andrej_babis,2022-11-09,0.00000001,0.00234593
andrej_babis,2022-11-09,0.00000001,0.00234594
andrej_babis,2022-11-09,0.00000001,0.00234595
danuse_nerudova,2022-11-10,0.002,18.73841438
danuse_nerudova,2022-11-10,0.01575,18.75416438
danuse_nerudova,2022-11-10,0.005,18.75916438
danuse_nerudova,2022-11-10,0.002,18.76116438
danuse_nerudova,2022-11-10,0.001,18.76216438
petr_pavel,2022-11-10,0.00002,31.51723278
petr_pavel,2022-11-10,0.005,31.52223278
petr_pavel,2022-11-10,0.005,31.52723278
petr_pavel,2022-11-10,0.0000002,31.52723298
petr_pavel,2022-11-10,0.000001,31.52723398
petr_pavel,2022-11-10,0.005,31.53223398
petr_pavel,2022-11-10,0.00000068,31.53223466
karel_janecek,2022-11-10,2.000376,27.3206741
karel_janecek,2022-11-10,0.0001,27.3207741
andrej_babis,2022-11-10,0.00000001,0.00234596
andrej_babis,2022-11-10,0.00000001,0.00234597
andrej_babis,2022-11-10,0.00000001,0.00234598
andrej_babis,2022-11-10,0.00000001,0.00234599
andrej_babis,2022-11-10,0.00000001,0.002346
andrej_babis,2022-11-10,0.000001,0.002347
andrej_babis,2022-11-10,0.00000001,0.00234701
andrej_babis,2022-11-10,0.00000001,0.00234702
andrej_babis,2022-11-10,0.00000001,0.00234703
andrej_babis,2022-11-10,0.00000001,0.00234704
andrej_babis,2022-11-10,0.00000002,0.00234706
andrej_babis,2022-11-10,0.00000001,0.00234707
andrej_babis,2022-11-10,0.0000001,0.00234717
andrej_babis,2022-11-10,0.00000001,0.00234718
andrej_babis,2022-11-10,0.00000001,0.00234719
andrej_babis,2022-11-10,0.00000001,0.0023472
andrej_babis,2022-11-10,0.00000001,0.00234721
andrej_babis,2022-11-10,0.00000001,0.00234722
andrej_babis,2022-11-10,0.00000001,0.00234723
andrej_babis,2022-11-10,0.00000001,0.00234724
andrej_babis,2022-11-10,0.00000001,0.00234725
andrej_babis,2022-11-10,0.00000001,0.00234726
andrej_babis,2022-11-10,0.00000001,0.00234727
andrej_babis,2022-11-10,0.00000001,0.00234728
andrej_babis,2022-11-10,0.00000001,0.00234729
andrej_babis,2022-11-10,0.00000001,0.0023473
andrej_babis,2022-11-10,0.00000001,0.00234731
andrej_babis,2022-11-10,0.0000001,0.00234741
andrej_babis,2022-11-10,0.00000001,0.00234742
andrej_babis,2022-11-10,0.00000001,0.00234743
andrej_babis,2022-11-10,0.00000024,0.00234767
andrej_babis,2022-11-10,0.00000002,0.00234769
andrej_babis,2022-11-10,0.00000001,0.0023477
andrej_babis,2022-11-10,0.00000001,0.00234771
andrej_babis,2022-11-10,0.00000001,0.00234772
andrej_babis,2022-11-10,0.00000001,0.00234773
andrej_babis,2022-11-10,0.00000001,0.00234774
andrej_babis,2022-11-10,0.00000001,0.00234775
andrej_babis,2022-11-10,0.00000001,0.00234776
andrej_babis,2022-11-10,0.0000001,0.00234786
andrej_babis,2022-11-10,0.00000001,0.00234787
andrej_babis,2022-11-10,0.00000001,0.00234788
andrej_babis,2022-11-10,0.00000001,0.00234789
andrej_babis,2022-11-10,0.00000001,0.0023479
andrej_babis,2022-11-10,0.00000001,0.00234791
andrej_babis,2022-11-10,0.005,0.00734791
andrej_babis,2022-11-10,0.00000001,0.00734792
andrej_babis,2022-11-10,0.00000001,0.00734793
andrej_babis,2022-11-10,0.00000001,0.00734794
andrej_babis,2022-11-10,0.00000001,0.00734795
andrej_babis,2022-11-10,0.00000001,0.00734796
andrej_babis,2022-11-10,0.00000001,0.00734797
andrej_babis,2022-11-10,0.0000001,0.00734807
andrej_babis,2022-11-10,0.00000024,0.00734831
andrej_babis,2022-11-10,0.00000001,0.00734832
andrej_babis,2022-11-10,0.00000001,0.00734833
andrej_babis,2022-11-10,0.00000001,0.00734834
andrej_babis,2022-11-10,0.00000001,0.00734835
andrej_babis,2022-11-10,0.00000001,0.00734836
andrej_babis,2022-11-10,0.00000001,0.00734837
andrej_babis,2022-11-10,0.00000001,0.00734838
andrej_babis,2022-11-10,0.00000001,0.00734839
andrej_babis,2022-11-10,0.00000001,0.0073484
andrej_babis,2022-11-10,0.00000001,0.00734841
andrej_babis,2022-11-10,0.00000001,0.00734842
andrej_babis,2022-11-10,0.0000001,0.00734852
andrej_babis,2022-11-10,0.00000001,0.00734853
andrej_babis,2022-11-10,0.00000002,0.00734855
andrej_babis,2022-11-10,0.00000001,0.00734856
andrej_babis,2022-11-10,0.00000001,0.00734857
andrej_babis,2022-11-10,0.00000001,0.00734858
andrej_babis,2022-11-10,0.0000001,0.00734868
andrej_babis,2022-11-10,0.00000001,0.00734869
andrej_babis,2022-11-10,0.00000001,0.0073487
andrej_babis,2022-11-10,0.00000001,0.00734871
andrej_babis,2022-11-10,0.00000001,0.00734872
andrej_babis,2022-11-10,0.00000001,0.00734873
andrej_babis,2022-11-10,0.00000001,0.00734874
andrej_babis,2022-11-10,0.000001,0.00734974
andrej_babis,2022-11-10,0.00000001,0.00734975
andrej_babis,2022-11-10,0.0000001,0.00734985
andrej_babis,2022-11-10,0.0000001,0.00734995
andrej_babis,2022-11-10,0.0000001,0.00735005
andrej_babis,2022-11-10,0.00000001,0.00735006
andrej_babis,2022-11-10,0.00000001,0.00735007
andrej_babis,2022-11-10,0.00000001,0.00735008
andrej_babis,2022-11-10,0.00000001,0.00735009
andrej_babis,2022-11-10,0.00000001,0.0073501
andrej_babis,2022-11-10,0.00000001,0.00735011
andrej_babis,2022-11-10,0.00000001,0.00735012
andrej_babis,2022-11-10,0.00000001,0.00735013
andrej_babis,2022-11-10,0.0000001,0.00735023
andrej_babis,2022-11-10,0.00000001,0.00735024
andrej_babis,2022-11-10,0.00000001,0.00735025
andrej_babis,2022-11-10,0.00000001,0.00735026
andrej_babis,2022-11-10,0.00000001,0.00735027
andrej_babis,2022-11-10,0.00000001,0.00735028
andrej_babis,2022-11-10,0.00002023,0.00737051
andrej_babis,2022-11-10,0.0000001,0.00737061
andrej_babis,2022-11-10,0.00000111,0.00737172
andrej_babis,2022-11-10,0.00000099,0.00737271
andrej_babis,2022-11-10,0.00000001,0.00737272
andrej_babis,2022-11-10,0.00000002,0.00737274
andrej_babis,2022-11-10,0.00000001,0.00737275
andrej_babis,2022-11-10,0.00000001,0.00737276
andrej_babis,2022-11-10,0.00000001,0.00737277
andrej_babis,2022-11-10,0.0000001,0.00737287
andrej_babis,2022-11-10,0.00000001,0.00737288
andrej_babis,2022-11-10,0.00000001,0.00737289
andrej_babis,2022-11-10,0.0005,0.00787289
andrej_babis,2022-11-10,0.00000001,0.0078729
andrej_babis,2022-11-10,0.00000001,0.00787291
andrej_babis,2022-11-10,0.00000001,0.00787292
andrej_babis,2022-11-10,0.00000001,0.00787293
andrej_babis,2022-11-10,0.00000001,0.00787294
andrej_babis,2022-11-10,0.00000001,0.00787295
andrej_babis,2022-11-10,0.00000001,0.00787296
andrej_babis,2022-11-10,0.00000001,0.00787297
andrej_babis,2022-11-10,0.00000001,0.00787298
andrej_babis,2022-11-10,0.00000001,0.00787299
andrej_babis,2022-11-10,0.00000011,0.0078731
andrej_babis,2022-11-10,0.00000001,0.00787311
andrej_babis,2022-11-10,0.00000001,0.00787312
andrej_babis,2022-11-10,0.00000001,0.00787313
andrej_babis,2022-11-10,0.00000001,0.00787314
andrej_babis,2022-11-10,0.00000066,0.0078738
andrej_babis,2022-11-10,0.00002,0.0078938
andrej_babis,2022-11-10,0.01,0.0178938
andrej_babis,2022-11-10,0.000001,0.0178948
andrej_babis,2022-11-10,0.00000001,0.01789481
andrej_babis,2022-11-10,0.00000069,0.0178955
andrej_babis,2022-11-10,0.00000001,0.01789551
andrej_babis,2022-11-10,0.00000001,0.01789552
andrej_babis,2022-11-10,0.00000001,0.01789553
andrej_babis,2022-11-10,0.00000001,0.01789554
andrej_babis,2022-11-10,0.0000001,0.01789564
andrej_babis,2022-11-10,0.00000002,0.01789566
andrej_babis,2022-11-10,0.00000001,0.01789567
andrej_babis,2022-11-10,0.00000001,0.01789568
andrej_babis,2022-11-10,0.00000001,0.01789569
andrej_babis,2022-11-10,0.00000001,0.0178957
andrej_babis,2022-11-10,0.00000001,0.01789571
andrej_babis,2022-11-10,0.00000001,0.01789572
andrej_babis,2022-11-10,0.00000004,0.01789576
andrej_babis,2022-11-10,0.00000001,0.01789577
andrej_babis,2022-11-10,0.00000001,0.01789578
andrej_babis,2022-11-10,0.00000001,0.01789579
andrej_babis,2022-11-10,0.00000001,0.0178958
andrej_babis,2022-11-10,0.00000001,0.01789581
andrej_babis,2022-11-10,0.00000001,0.01789582
andrej_babis,2022-11-10,0.00000001,0.01789583
andrej_babis,2022-11-10,0.00000001,0.01789584
andrej_babis,2022-11-10,0.00000001,0.01789585
andrej_babis,2022-11-10,0.0000002,0.01789605
andrej_babis,2022-11-10,0.00000001,0.01789606
andrej_babis,2022-11-10,0.0000001,0.01789616
andrej_babis,2022-11-10,0.00000001,0.01789617
andrej_babis,2022-11-10,0.0000001,0.01789627
andrej_babis,2022-11-10,0.00000001,0.01789628
andrej_babis,2022-11-10,0.00000001,0.01789629
