entity,date,income_million,cumulative_income_million
petr_pavel,2022-07-09,0.002023,1.733277
petr_pavel,2022-07-09,0.001,1.734277
petr_pavel,2022-07-09,0.0005,1.734777
petr_pavel,2022-07-09,0.00025,1.735027
marek_hilser,2022-07-09,0.0003,0.0003
petr_pavel,2022-07-10,0.0005,1.735527
danuse_nerudova,2022-07-11,0.00025,0.42618002
petr_pavel,2022-07-11,0.0015,1.737027
petr_pavel,2022-07-11,0.000111,1.737138
petr_pavel,2022-07-11,0.0001,1.737238
petr_pavel,2022-07-11,0.002023,1.739261
petr_pavel,2022-07-11,0.0005,1.739761
petr_pavel,2022-07-11,0.001,1.740761
petr_pavel,2022-07-11,0.0005,1.741261
petr_pavel,2022-07-11,0.005,1.746261
petr_pavel,2022-07-11,0.25,1.996261
petr_pavel,2022-07-11,0.005,2.001261
petr_pavel,2022-07-11,0.0021,2.003361
karel_janecek,2022-07-11,0.0005,1.032692
karel_janecek,2022-07-11,0.0001,1.032792
libor_michalek,2022-07-12,0.002,0.029
karel_divis,2022-07-12,0.2,0.2
petr_pavel,2022-07-12,0.10101,2.104371
petr_pavel,2022-07-12,0.002023,2.106394
petr_pavel,2022-07-12,0.0005,2.106894
petr_pavel,2022-07-12,0.5,2.606894
danuse_nerudova,2022-07-13,0.005,0.43118002
danuse_nerudova,2022-07-13,0.0005,0.43168002
danuse_nerudova,2022-07-13,0.00000036,0.43168038
libor_michalek,2022-07-13,0.003,0.032
libor_michalek,2022-07-13,0.0002,0.0322
petr_pavel,2022-07-13,0.002042,2.608936
petr_pavel,2022-07-13,0.002028,2.610964
petr_pavel,2022-07-13,0.002023,2.612987
petr_pavel,2022-07-13,0.0003,2.613287
marek_hilser,2022-07-13,0.3,0.3003
danuse_nerudova,2022-07-14,0.0005,0.43218038
libor_michalek,2022-07-14,0.005,0.0372
petr_pavel,2022-07-14,0.001,2.614287
danuse_nerudova,2022-07-15,0.00005,0.43223038
libor_michalek,2022-07-15,0.01,0.0472
karel_divis,2022-07-15,0.1,0.3
petr_pavel,2022-07-15,0.01,2.624287
petr_pavel,2022-07-16,0.005,2.629287
petr_pavel,2022-07-16,0.003,2.632287
petr_pavel,2022-07-17,0.0001,2.632387
petr_pavel,2022-07-18,0.0001,2.632487
petr_pavel,2022-07-18,0.0005,2.632987
petr_pavel,2022-07-18,0.003,2.635987
petr_pavel,2022-07-18,0.5,3.135987
petr_pavel,2022-07-18,0.0001,3.136087
josef_stredula,2022-07-18,0.005,0.1454
josef_stredula,2022-07-18,0.006,0.1514
danuse_nerudova,2022-07-19,0.49,0.92223038
petr_pavel,2022-07-19,0.0002,3.136287
libor_michalek,2022-07-20,0.0045,0.0517
petr_pavel,2022-07-20,0.002,3.138287
petr_pavel,2022-07-20,0.015,3.153287
petr_pavel,2022-07-20,0.001,3.154287
danuse_nerudova,2022-07-21,0.005,0.92723038
petr_pavel,2022-07-21,0.001,3.155287
petr_pavel,2022-07-21,0.0001,3.155387
karel_janecek,2022-07-21,1.333584,2.366376
karel_janecek,2022-07-21,0.0000001,2.3663761
petr_pavel,2022-07-22,0.002,3.157387
danuse_nerudova,2022-07-23,0.0005,0.92773038
danuse_nerudova,2022-07-23,0.00025,0.92798038
libor_michalek,2022-07-23,0.03,0.0817
libor_michalek,2022-07-23,0.05,0.1317
libor_michalek,2022-07-25,0.0005,0.1322
libor_michalek,2022-07-25,0.001,0.1332
petr_pavel,2022-07-25,0.0026,3.159987
danuse_nerudova,2022-07-26,0.00025,0.92823038
danuse_nerudova,2022-07-26,0.0005,0.92873038
danuse_nerudova,2022-07-26,0.0005,0.92923038
danuse_nerudova,2022-07-26,0.005,0.93423038
tomas_zima,2022-07-26,0.1,0.10000473
petr_pavel,2022-07-26,0.001,3.160987
petr_pavel,2022-07-26,0.5,3.660987
karel_janecek,2022-07-26,2.097152,4.4635281
danuse_nerudova,2022-07-27,0.001,0.93523038
danuse_nerudova,2022-07-27,0.002,0.93723038
danuse_nerudova,2022-07-27,0.00025,0.93748038
petr_pavel,2022-07-27,0.0025,3.663487
petr_pavel,2022-07-27,0.0005,3.663987
petr_pavel,2022-07-27,0.005,3.668987
danuse_nerudova,2022-07-28,0.007,0.94448038
danuse_nerudova,2022-07-29,0.0005,0.94498038
danuse_nerudova,2022-07-29,0.000099,0.94507938
libor_michalek,2022-07-29,0.003,0.1362
petr_pavel,2022-07-29,0.25,3.918987
petr_pavel,2022-07-29,0.001,3.919987
marek_hilser,2022-07-29,0.0005,0.3008
josef_stredula,2022-07-29,0.001,0.1524
danuse_nerudova,2022-07-30,0.001,0.94607938
libor_michalek,2022-07-30,0.001,0.1372
petr_pavel,2022-07-30,0.0008,3.920787
danuse_nerudova,2022-07-31,0.00105,0.94712938
danuse_nerudova,2022-08-01,0.001,0.94812938
danuse_nerudova,2022-08-01,0.001,0.94912938
tomas_zima,2022-08-01,0.00000495,0.10000968
libor_michalek,2022-08-01,0.001,0.1382
libor_michalek,2022-08-01,0.005,0.1432
libor_michalek,2022-08-01,0.01,0.1532
petr_pavel,2022-08-01,0.001,3.921787
josef_stredula,2022-08-01,0.005,0.1574
danuse_nerudova,2022-08-02,0.005,0.95412938
danuse_nerudova,2022-08-02,0.0001,0.95422938
danuse_nerudova,2022-08-02,0.0005,0.95472938
danuse_nerudova,2022-08-02,0.001,0.95572938
libor_michalek,2022-08-02,0.002,0.1552
petr_pavel,2022-08-02,0.000009,3.921796
petr_pavel,2022-08-02,0.0005,3.922296
petr_pavel,2022-08-02,0.0005,3.922796
josef_stredula,2022-08-02,0.0005,0.1579
danuse_nerudova,2022-08-03,0.02975,0.98547938
petr_pavel,2022-08-03,0.0002,3.922996
petr_pavel,2022-08-03,0.001,3.923996
petr_pavel,2022-08-03,0.000111,3.924107
danuse_nerudova,2022-08-04,0.003,0.98847938
danuse_nerudova,2022-08-04,0.00025,0.98872938
tomas_zima,2022-08-04,0.002,0.10200968
libor_michalek,2022-08-04,0.003,0.1582
petr_pavel,2022-08-04,0.0001,3.924207
petr_pavel,2022-08-04,0.001,3.925207
petr_pavel,2022-08-04,0.0002,3.925407
petr_pavel,2022-08-04,0.0001,3.925507
petr_pavel,2022-08-04,0.0002,3.925707
petr_pavel,2022-08-04,0.0001,3.925807
petr_pavel,2022-08-04,0.001,3.926807
petr_pavel,2022-08-04,0.002023,3.92883
petr_pavel,2022-08-04,0.00008118,3.92891118
danuse_nerudova,2022-08-05,0.0005,0.98922938
danuse_nerudova,2022-08-05,0.001,0.99022938
libor_michalek,2022-08-05,0.005,0.1632
libor_michalek,2022-08-05,0.05,0.2132
petr_pavel,2022-08-05,0.0005,3.92941118
petr_pavel,2022-08-05,0.0005,3.92991118
petr_pavel,2022-08-05,0.0005,3.93041118
petr_pavel,2022-08-05,0.0005,3.93091118
petr_pavel,2022-08-05,0.0005,3.93141118
petr_pavel,2022-08-05,0.001,3.93241118
petr_pavel,2022-08-05,0.001,3.93341118
petr_pavel,2022-08-05,0.0003,3.93371118
petr_pavel,2022-08-05,0.001,3.93471118
petr_pavel,2022-08-05,0.0003,3.93501118
marek_hilser,2022-08-05,0.003,0.3038
danuse_nerudova,2022-08-06,0.00285,0.99307938
petr_pavel,2022-08-06,0.0005,3.93551118
danuse_nerudova,2022-08-07,0.00005,0.99312938
danuse_nerudova,2022-08-07,0.0005,0.99362938
petr_pavel,2022-08-07,0.001,3.93651118
danuse_nerudova,2022-08-08,0.0005,0.99412938
danuse_nerudova,2022-08-08,0.00001,0.99413938
danuse_nerudova,2022-08-08,0.00025,0.99438938
danuse_nerudova,2022-08-08,0.0005,0.99488938
libor_michalek,2022-08-08,0.1,0.3132
petr_pavel,2022-08-08,0.000209,3.93672018
danuse_nerudova,2022-08-09,0.0005,0.99538938
petr_pavel,2022-08-09,0.00015,3.93687018
petr_pavel,2022-08-09,0.0001,3.93697018
petr_pavel,2022-08-09,0.001,3.93797018
danuse_nerudova,2022-08-10,0.00025,0.99563938
danuse_nerudova,2022-08-10,0.0005,0.99613938
libor_michalek,2022-08-10,0.002,0.3152
danuse_nerudova,2022-08-11,0.00025,0.99638938
danuse_nerudova,2022-08-11,0.1,1.09638938
libor_michalek,2022-08-11,0.001,0.3162
libor_michalek,2022-08-11,0.01,0.3262
petr_pavel,2022-08-11,0.0005,3.93847018
petr_pavel,2022-08-11,0.00015,3.93862018
petr_pavel,2022-08-11,0.01,3.94862018
marek_hilser,2022-08-11,0.001111,0.304911
danuse_nerudova,2022-08-12,0.00025,1.09663938
libor_michalek,2022-08-12,0.004,0.3302
libor_michalek,2022-08-12,0.0005,0.3307
libor_michalek,2022-08-12,0.003,0.3337
petr_pavel,2022-08-12,0.02,3.96862018
petr_pavel,2022-08-12,0.00086,3.96948018
petr_pavel,2022-08-13,0.0005,3.96998018
petr_pavel,2022-08-13,0.001001,3.97098118
danuse_nerudova,2022-08-14,0.000749,1.09738838
danuse_nerudova,2022-08-14,0.0005,1.09788838
petr_pavel,2022-08-14,0.001,3.97198118
danuse_nerudova,2022-08-15,0.001,1.09888838
danuse_nerudova,2022-08-15,0.0005,1.09938838
danuse_nerudova,2022-08-15,0.005,1.10438838
tomas_zima,2022-08-15,0.002,0.10400968
libor_michalek,2022-08-15,0.003,0.3367
karel_divis,2022-08-15,0.25,0.55
petr_pavel,2022-08-15,0.0008,3.97278118
petr_pavel,2022-08-15,0.0003,3.97308118
petr_pavel,2022-08-15,0.005,3.97808118
danuse_nerudova,2022-08-16,0.005,1.10938838
tomas_zima,2022-08-16,0.15,0.25400968
petr_pavel,2022-08-16,0.001,3.97908118
petr_pavel,2022-08-16,0.002,3.98108118
petr_pavel,2022-08-17,0.001,3.98208118
petr_pavel,2022-08-17,0.0003,3.98238118
danuse_nerudova,2022-08-18,0.00035,1.10973838
libor_michalek,2022-08-18,0.0003,0.337
libor_michalek,2022-08-18,0.002,0.339
libor_michalek,2022-08-18,0.0015,0.3405
petr_pavel,2022-08-18,0.0015,3.98388118
petr_pavel,2022-08-18,0.01,3.99388118
petr_pavel,2022-08-18,0.1,4.09388118
petr_pavel,2022-08-18,0.001,4.09488118
karel_janecek,2022-08-18,2.985984,7.4495121
danuse_nerudova,2022-08-19,0.0005,1.11023838
libor_michalek,2022-08-19,0.0005,0.341
libor_michalek,2022-08-19,0.0005,0.3415
libor_michalek,2022-08-19,0.0005,0.342
petr_pavel,2022-08-19,0.005,4.09988118
petr_pavel,2022-08-19,0.00017,4.10005118
petr_pavel,2022-08-19,0.0005,4.10055118
petr_pavel,2022-08-19,0.001,4.10155118
petr_pavel,2022-08-19,0.001,4.10255118
petr_pavel,2022-08-19,0.001,4.10355118
tomas_brezina,2022-08-19,0.0001,0.0001
danuse_nerudova,2022-08-20,0.001,1.11123838
danuse_nerudova,2022-08-21,0.0005,1.11173838
karel_divis,2022-08-21,0.000005,0.550005
petr_pavel,2022-08-21,0.0003,4.10385118
danuse_nerudova,2022-08-22,0.02,1.13173838
danuse_nerudova,2022-08-22,0.02,1.15173838
tomas_zima,2022-08-22,0.1,0.35400968
petr_pavel,2022-08-22,0.5,4.60385118
petr_pavel,2022-08-22,0.0005,4.60435118
petr_pavel,2022-08-22,1,5.60435118
petr_pavel,2022-08-22,0.005,5.60935118
petr_pavel,2022-08-22,0.001,5.61035118
marek_hilser,2022-08-22,0.15,0.454911
libor_michalek,2022-08-23,0.0003,0.3423
libor_michalek,2022-08-23,0.005,0.3473
libor_michalek,2022-08-23,0.0003,0.3476
libor_michalek,2022-08-23,0.0036,0.3512
petr_pavel,2022-08-23,0.0005,5.61085118
petr_pavel,2022-08-23,0.001,5.61185118
marek_hilser,2022-08-23,0.01,0.464911
karel_janecek,2022-08-23,0.0001,7.4496121
danuse_nerudova,2022-08-24,2,3.15173838
libor_michalek,2022-08-24,0.002,0.3532
libor_michalek,2022-08-24,0.0005,0.3537
libor_michalek,2022-08-24,0.001,0.3547
libor_michalek,2022-08-24,0.02,0.3747
marek_hilser,2022-08-24,0.002023,0.466934
marek_hilser,2022-08-24,0.001,0.467934
karel_janecek,2022-08-24,0.531441,7.9810531
karel_divis,2022-08-25,0.1,0.650005
petr_pavel,2022-08-25,0.25,5.86185118
petr_pavel,2022-08-25,0.005,5.86685118
tomas_brezina,2022-08-25,0.002,0.0021
danuse_nerudova,2022-08-26,0.00025,3.15198838
libor_michalek,2022-08-26,0.0005,0.3752
libor_michalek,2022-08-26,0.0003,0.3755
petr_pavel,2022-08-26,0.0005,5.86735118
tomas_brezina,2022-08-26,0.001,0.0031
danuse_nerudova,2022-08-27,0.0007,3.15268838
libor_michalek,2022-08-27,0.0003,0.3758
petr_pavel,2022-08-27,0.04,5.90735118
danuse_nerudova,2022-08-29,0.0005,3.15318838
danuse_nerudova,2022-08-29,0.003,3.15618838
pavel_fischer,2022-08-29,0.01111111,0.01111111
libor_michalek,2022-08-29,0.0013,0.3771
libor_michalek,2022-08-29,0.001,0.3781
petr_pavel,2022-08-29,0.005,5.91235118
josef_stredula,2022-08-29,0.0001,0.158
danuse_nerudova,2022-08-30,0.5,3.65618838
petr_pavel,2022-08-30,0.0000001,5.91235128
petr_pavel,2022-08-30,0.0002,5.91255128
petr_pavel,2022-08-30,0.01,5.92255128
petr_pavel,2022-08-30,1,6.92255128
petr_pavel,2022-08-30,0.001,6.92355128
danuse_nerudova,2022-08-31,0.05,3.70618838
libor_michalek,2022-08-31,0.01,0.3881
petr_pavel,2022-08-31,0.0000001,6.92355138
marek_hilser,2022-08-31,0.001,0.468934
danuse_nerudova,2022-09-01,0.01,3.71618838
danuse_nerudova,2022-09-01,0.005,3.72118838
tomas_zima,2022-09-01,0.02,0.37400968
tomas_zima,2022-09-01,0.00000222,0.3740119
pavel_fischer,2022-09-01,0.01,0.02111111
pavel_fischer,2022-09-01,0.0005,0.02161111
libor_michalek,2022-09-01,0.001,0.3891
petr_pavel,2022-09-01,0.1,7.02355138
danuse_nerudova,2022-09-02,0.005783,3.72697138
danuse_nerudova,2022-09-02,0.0005,3.72747138
tomas_zima,2022-09-02,0.3,0.6740119
libor_michalek,2022-09-02,0.001,0.3901
petr_pavel,2022-09-02,0.5,7.52355138
petr_pavel,2022-09-02,1,8.52355138
petr_pavel,2022-09-02,1,9.52355138
danuse_nerudova,2022-09-03,0.00025,3.72772138
danuse_nerudova,2022-09-04,0.0025,3.73022138
danuse_nerudova,2022-09-05,0.00025,3.73047138
danuse_nerudova,2022-09-05,0.75,4.48047138
petr_pavel,2022-09-05,1,10.52355138
petr_pavel,2022-09-05,0.003,10.52655138
danuse_nerudova,2022-09-06,0.001,4.48147138
libor_michalek,2022-09-06,0.0003,0.3904
libor_michalek,2022-09-06,0.01,0.4004
petr_pavel,2022-09-06,0.001,10.52755138
petr_pavel,2022-09-06,0.0005,10.52805138
petr_pavel,2022-09-06,0.0004,10.52845138
petr_pavel,2022-09-06,0.00015,10.52860138
petr_pavel,2022-09-06,0.002,10.53060138
petr_pavel,2022-09-06,0.001,10.53160138
petr_pavel,2022-09-06,0.001,10.53260138
petr_pavel,2022-09-06,0.001,10.53360138
petr_pavel,2022-09-06,0.001,10.53460138
petr_pavel,2022-09-06,0.01,10.54460138
petr_pavel,2022-09-06,0.001,10.54560138
petr_pavel,2022-09-06,0.001,10.54660138
petr_pavel,2022-09-06,0.0001,10.54670138
petr_pavel,2022-09-06,0.0005,10.54720138
petr_pavel,2022-09-06,0.0005,10.54770138
petr_pavel,2022-09-06,0.000999,10.54870038
petr_pavel,2022-09-06,0.001,10.54970038
petr_pavel,2022-09-06,0.01,10.55970038
petr_pavel,2022-09-06,0.001,10.56070038
petr_pavel,2022-09-06,0.001,10.56170038
petr_pavel,2022-09-06,0.000111,10.56181138
marek_hilser,2022-09-06,0.001,0.469934
karel_janecek,2022-09-06,0.000333,7.9813861
danuse_nerudova,2022-09-07,0.002,4.48347138
danuse_nerudova,2022-09-07,0.08,4.56347138
pavel_fischer,2022-09-07,0.005,0.02661111
pavel_fischer,2022-09-07,0.004,0.03061111
libor_michalek,2022-09-07,0.001,0.4014
libor_michalek,2022-09-07,0.0005,0.4019
petr_pavel,2022-09-07,0.0003,10.56211138
petr_pavel,2022-09-07,0.000999,10.56311038
petr_pavel,2022-09-07,0.005,10.56811038
petr_pavel,2022-09-07,0.002,10.57011038
petr_pavel,2022-09-07,0.0003,10.57041038
petr_pavel,2022-09-07,0.0005,10.57091038
petr_pavel,2022-09-07,0.005,10.57591038
petr_pavel,2022-09-07,0.0005,10.57641038
petr_pavel,2022-09-07,0.002,10.57841038
petr_pavel,2022-09-07,0.0001,10.57851038
petr_pavel,2022-09-07,0.005,10.58351038
petr_pavel,2022-09-07,0.001,10.58451038
petr_pavel,2022-09-07,0.0005,10.58501038
petr_pavel,2022-09-07,0.005,10.59001038
petr_pavel,2022-09-07,0.002,10.59201038
petr_pavel,2022-09-07,0.004,10.59601038
petr_pavel,2022-09-07,0.01,10.60601038
petr_pavel,2022-09-07,0.0005,10.60651038
petr_pavel,2022-09-07,0.001,10.60751038
petr_pavel,2022-09-07,0.01,10.61751038
petr_pavel,2022-09-07,0.3,10.91751038
marek_hilser,2022-09-07,0.001,0.470934
libor_michalek,2022-09-08,0.005,0.4069
petr_pavel,2022-09-08,0.002,10.91951038
petr_pavel,2022-09-08,0.0003,10.91981038
petr_pavel,2022-09-08,0.0005,10.92031038
petr_pavel,2022-09-08,0.003,10.92331038
petr_pavel,2022-09-08,0.001,10.92431038
petr_pavel,2022-09-08,0.001,10.92531038
petr_pavel,2022-09-08,0.002,10.92731038
petr_pavel,2022-09-08,0.005,10.93231038
petr_pavel,2022-09-08,0.000999,10.93330938
petr_pavel,2022-09-08,0.002,10.93530938
petr_pavel,2022-09-08,0.005,10.94030938
petr_pavel,2022-09-08,0.002,10.94230938
petr_pavel,2022-09-08,0.05,10.99230938
petr_pavel,2022-09-08,0.05,11.04230938
marek_hilser,2022-09-08,0.0005,0.471434
libor_michalek,2022-09-09,0.0025,0.4094
libor_michalek,2022-09-09,0.0005,0.4099
libor_michalek,2022-09-09,0.01,0.4199
petr_pavel,2022-09-09,0.001,11.04330938
petr_pavel,2022-09-09,0.001,11.04430938
petr_pavel,2022-09-09,0.001,11.04530938
libor_michalek,2022-09-10,0.01,0.4299
petr_pavel,2022-09-10,0.0015,11.04680938
danuse_nerudova,2022-09-11,0.0055,4.56897138
petr_pavel,2022-09-11,0.003,11.04980938
petr_pavel,2022-09-11,0.2,11.24980938
petr_pavel,2022-09-11,0.0015,11.25130938
danuse_nerudova,2022-09-12,0.1,4.66897138
tomas_zima,2022-09-12,0.02,0.6940119
petr_pavel,2022-09-12,0.005,11.25630938
petr_pavel,2022-09-12,0.003,11.25930938
petr_pavel,2022-09-12,0.001,11.26030938
petr_pavel,2022-09-12,0.005,11.26530938
petr_pavel,2022-09-12,0.005,11.27030938
petr_pavel,2022-09-12,0.25,11.52030938
petr_pavel,2022-09-12,0.0005,11.52080938
petr_pavel,2022-09-12,0.0003,11.52110938
petr_pavel,2022-09-12,0.0009,11.52200938
petr_pavel,2022-09-12,0.0005,11.52250938
petr_pavel,2022-09-12,0.001,11.52350938
petr_pavel,2022-09-12,0.001,11.52450938
petr_pavel,2022-09-12,0.0005,11.52500938
petr_pavel,2022-09-12,0.0015,11.52650938
petr_pavel,2022-09-12,0.0005,11.52700938
petr_pavel,2022-09-12,0.001111,11.52812038
petr_pavel,2022-09-12,0.001,11.52912038
tomas_brezina,2022-09-12,6.9,6.9031
marek_hilser,2022-09-12,0.0003,0.471734
danuse_nerudova,2022-09-13,0.00025,4.66922138
libor_michalek,2022-09-13,0.0003,0.4302
libor_michalek,2022-09-13,0.001,0.4312
karel_divis,2022-09-13,0.3,0.950005
petr_pavel,2022-09-13,0.1,11.62912038
petr_pavel,2022-09-13,0.001,11.63012038
petr_pavel,2022-09-13,0.007,11.63712038
petr_pavel,2022-09-13,0.005,11.64212038
petr_pavel,2022-09-13,0.001,11.64312038
petr_pavel,2022-09-13,0.05,11.69312038
petr_pavel,2022-09-13,0.0005,11.69362038
karel_janecek,2022-09-13,2.985984,10.9673701
danuse_nerudova,2022-09-14,0.1,4.76922138
petr_pavel,2022-09-14,0.002,11.69562038
petr_pavel,2022-09-14,0.002023,11.69764338
petr_pavel,2022-09-14,0.001,11.69864338
petr_pavel,2022-09-14,0.01,11.70864338
petr_pavel,2022-09-14,0.0005,11.70914338
josef_stredula,2022-09-14,0.1,0.258
josef_stredula,2022-09-14,0.2,0.458
danuse_nerudova,2022-09-15,0.001837,4.77105838
pavel_fischer,2022-09-15,0.0005,0.03111111
petr_pavel,2022-09-15,0.0006,11.70974338
petr_pavel,2022-09-15,0.001,11.71074338
petr_pavel,2022-09-15,0.001,11.71174338
petr_pavel,2022-09-15,0.002,11.71374338
petr_pavel,2022-09-15,0.0005,11.71424338
petr_pavel,2022-09-15,0.5,12.21424338
marek_hilser,2022-09-15,0.3,0.771734
danuse_nerudova,2022-09-16,0.00025,4.77130838
danuse_nerudova,2022-09-16,0.00025,4.77155838
petr_pavel,2022-09-16,0.5,12.71424338
petr_pavel,2022-09-16,0.001,12.71524338
petr_pavel,2022-09-16,0.00002,12.71526338
petr_pavel,2022-09-16,0.001,12.71626338
petr_pavel,2022-09-16,0.002,12.71826338
petr_pavel,2022-09-16,0.25,12.96826338
petr_pavel,2022-09-16,0.0003,12.96856338
jaroslav_basta,2022-09-16,0.1,0.1
danuse_nerudova,2022-09-17,0.005,4.77655838
pavel_fischer,2022-09-17,0.000777,0.03188811
petr_pavel,2022-09-17,0.005,12.97356338
josef_stredula,2022-09-17,0.155,0.613
danuse_nerudova,2022-09-18,0.001,4.77755838
danuse_nerudova,2022-09-18,0.0005,4.77805838
petr_pavel,2022-09-18,0.0002,12.97376338
danuse_nerudova,2022-09-19,0.5,5.27805838
danuse_nerudova,2022-09-19,0.1,5.37805838
danuse_nerudova,2022-09-19,0.00025,5.37830838
pavel_fischer,2022-09-19,0.002,0.03388811
petr_pavel,2022-09-19,0.00025,12.97401338
petr_pavel,2022-09-19,0.06,13.03401338
petr_pavel,2022-09-19,0.002,13.03601338
josef_stredula,2022-09-19,0.2,0.813
karel_janecek,2022-09-19,0.0005,10.9678701
tomas_zima,2022-09-20,0.02,0.7140119
petr_pavel,2022-09-20,0.2,13.23601338
petr_pavel,2022-09-20,0.003,13.23901338
petr_pavel,2022-09-20,0.0005,13.23951338
petr_pavel,2022-09-20,0.05,13.28951338
petr_pavel,2022-09-20,0.001,13.29051338
petr_pavel,2022-09-20,0.001,13.29151338
petr_pavel,2022-09-20,0.05,13.34151338
petr_pavel,2022-09-20,0.13253494,13.47404832
petr_pavel,2022-09-20,0.1,13.57404832
tomas_zima,2022-09-21,0.02,0.7340119
libor_michalek,2022-09-21,0.0003,0.4315
petr_pavel,2022-09-21,0.001111,13.57515932
petr_pavel,2022-09-21,0.000999,13.57615832
petr_pavel,2022-09-21,0.0002,13.57635832
petr_pavel,2022-09-21,0.03,13.60635832
petr_pavel,2022-09-21,0.055555,13.66191332
petr_pavel,2022-09-21,0.001,13.66291332
petr_pavel,2022-09-21,0.00009333,13.66300665
danuse_nerudova,2022-09-22,0.01,5.38830838
petr_pavel,2022-09-22,0.001,13.66400665
petr_pavel,2022-09-22,0.06,13.72400665
petr_pavel,2022-09-22,0.1,13.82400665
petr_pavel,2022-09-22,0.0005,13.82450665
karel_janecek,2022-09-22,2.985984,13.9538541
petr_pavel,2022-09-23,0.25,14.07450665
petr_pavel,2022-09-23,0.05,14.12450665
petr_pavel,2022-09-23,0.001,14.12550665
petr_pavel,2022-09-23,0.00005,14.12555665
petr_pavel,2022-09-23,0.2,14.32555665
danuse_nerudova,2022-09-25,0.0005,5.38880838
danuse_nerudova,2022-09-25,0.001,5.38980838
danuse_nerudova,2022-09-26,0.03,5.41980838
danuse_nerudova,2022-09-26,0.25,5.66980838
danuse_nerudova,2022-09-26,0.0015,5.67130838
libor_michalek,2022-09-26,0.0003,0.4318
petr_pavel,2022-09-26,0.001,14.32655665
petr_pavel,2022-09-26,0.0003,14.32685665
petr_pavel,2022-09-26,0.00164811,14.32850476
petr_pavel,2022-09-26,0.2,14.52850476
petr_pavel,2022-09-26,0.0001,14.52860476
petr_pavel,2022-09-26,0.1,14.62860476
petr_pavel,2022-09-26,0.001,14.62960476
petr_pavel,2022-09-26,0.1,14.72960476
petr_pavel,2022-09-26,0.0003,14.72990476
petr_pavel,2022-09-26,0.01,14.73990476
pavel_fischer,2022-09-27,0.0005,0.03438811
libor_michalek,2022-09-27,0.0003,0.4321
petr_pavel,2022-09-27,0.0005,14.74040476
petr_pavel,2022-09-27,0.001,14.74140476
petr_pavel,2022-09-27,0.025,14.76640476
petr_pavel,2022-09-27,0.0002,14.76660476
petr_pavel,2022-09-27,1,15.76660476
petr_pavel,2022-09-27,0.0004,15.76700476
petr_pavel,2022-09-27,0.1,15.86700476
marek_hilser,2022-09-27,0.0005,0.772234
marek_hilser,2022-09-27,0.001,0.773234
marek_hilser,2022-09-27,0.0003,0.773534
marek_hilser,2022-09-27,0.002,0.775534
karel_janecek,2022-09-27,0.111132,14.0649861
danuse_nerudova,2022-09-28,0.01,5.68130838
danuse_nerudova,2022-09-28,0.00012,5.68142838
petr_pavel,2022-09-28,0.025,15.89200476
petr_pavel,2022-09-28,0.0005,15.89250476
petr_pavel,2022-09-28,0.002,15.89450476
petr_pavel,2022-09-28,0.001,15.89550476
petr_pavel,2022-09-29,0.001,15.89650476
petr_pavel,2022-09-29,0.025,15.92150476
petr_pavel,2022-09-29,0.002,15.92350476
petr_pavel,2022-09-29,0.011161,15.93466576
petr_pavel,2022-09-29,0.001,15.93566576
petr_pavel,2022-09-29,0.001,15.93666576
marek_hilser,2022-09-29,0.00005399,0.77558799
marek_hilser,2022-09-29,0.0005,0.77608799
